EVENT_ID,CZ_NAME_STR,COUNTY,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
1128621,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Josephine,8/13/2023,1200,Excessive Heat, , ,0,0,0,0,OR,PST-8, ,184355,Z,24,MFR,0,0,Official NWS Observations, , , , , , , , ,8/17/2023,400, , , , ,"On 08/13/23, reported low temperatures ranged from 51 to 60 degrees. Reported high temperatures ranged from 100 to 106 degrees. On 08/14/23, reported low temperatures ranged from 54 to 65 degrees. Reported high temperatures ranged from 104 to 112 degrees. On 08/15/23, reported low temperatures ranged from 61 to 73 degrees. Reported high temperatures ranged from 102 to 108 degrees. On 08/16/23, reported low temperatures ranged from 60 to 67 degrees. Reported high temperatures ranged from 105 to 111 degrees.",Strong persistent ridging over the Pacific Northwest supported a prolonged heat wave over inland portions of southwest Oregon.,118
1206109,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Josephine,7/4/2024,1200,Excessive Heat, , ,0,0,0,0,OR,PST-8, ,194907,Z,24,MFR,0,0,Official NWS Observations, , , , , , , , ,7/13/2024,2200, , , , ,"Persistent high pressure brought excessive heat to Eastern Curry County and Josephine County for 6 consecutive days from July 4th through July 9th, and again on July 13th. Advisory level conditions occurred on July 10th through 12th. During the excessive heat, low temperatures were generally in the lower 50s to lower 60s, and high temperatures from 100 to 110 degrees. But, peak readings were recorded on July 6th of 115 degrees at the Agness RAWS, 112 at the Merlin RAWS, and 114 degrees at the Parkside School in Grants Pass.",A persistent ridge over the western states with an associated thermal trough extending from northern California into southern Oregon brought a long-duration heat wave.,127
841873,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,8/27/2019,1400,Excessive Heat, , ,0,0,0,0,OR,PST-8, ,139930,Z,24,MFR,0,0,Official NWS Observations, , , , , , , , ,8/28/2019,1700, , , , ,The only reported high temperature in this zone on 08/27 was 105 degrees at the Illinois Valley RAWS.  Reported highs ranged from 84 to 98 degrees on 08/28.  Low temperatures on the morning of 08/28 ranged from 57 to 72 degrees.,"High pressure aloft forced a thermal trough near the coast to move inland, bringing hot and dry conditions to the inland west side valleys in southwest Oregon.",1
903954,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,8/14/2020,1000,Excessive Heat, , ,0,0,0,0,OR,PST-8, ,149942,Z,24,MFR,0,0,Official NWS Observations, , , , , , , , ,8/17/2020,1607, , , , ,High temperatures in this zone ranged from 86 to 111 degrees. Low temperatures in this zone ranged from 48 to 72 degrees.,High pressure and a dry air mass supported very hot temperatures over inland areas during this interval. Minimum temperatures were quite warm as well. The heat was occasionally tempered by high clouds streaming over the area.,5
909238,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,9/6/2020,0,Excessive Heat, , ,0,0,0,0,OR,PST-8, ,150846,Z,24,MFR,0,0,Official NWS Observations, , , , , , , , ,9/7/2020,2018, , , , ,"Reported high temperatures in this zone ranged from 87 to 104 degrees, and the reported low temperatures ranged from 47 to 68 degrees.",Strong high pressure aloft combined with a hot air mass already in place made for very hot conditions over southern Oregon.,8
955609,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,6/20/2021,1100,Excessive Heat, , ,0,0,0,0,OR,PST-8, ,158078,Z,24,MFR,0,0,Official NWS Observations, , , , , , , , ,6/21/2021,2200, , , , ,"On 06/20/21, reported high temperatures in this zone ranged from 86 to 105 degrees and low temperatures ranged from 56 to 58 degrees.  On 06/21/21, high temperatures in this zone ranged from 90 to 108 degrees and low temperatures ranged from 53 to 67 degrees.",Strong ridging aloft and strong surface heating made for hot temperatures across inland portions of southwest Oregon.,9
958786,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,6/26/2021,1000,Excessive Heat, , ,0,0,0,0,OR,PST-8, ,158281,Z,24,MFR,0,0,Official NWS Observations, , , , , , , , ,6/30/2021,120, , , , ,"On 06/26/21, the reported low temperatures in this zone ranged from 54 to 68 degrees and the high temperatures ranged from 92 to 111 degrees. On 06/27/21, the reported low temperatures in this zone ranged from 61 to 72 degrees and the high temperatures ranged from 100 to 113 degrees. On 06/28/21, the reported low temperatures in this zone ranged from 66 to 76 degrees and the high temperatures ranged from 94 to 108 degrees. On 06/29/21, the reported low temperatures in this zone ranged from 55 to 65 degrees and the high temperatures ranged from 87 to 101 degrees.","A historic heat wave affected the Pacific Northwest during this interval.  It was caused by a strong upper level ridge that created dry and stable conditions over the area with strong subsidence.  Many daily, monthly, and all-time high temperature records were set over southwest and south central Oregon.",25
963765,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,7/29/2021,1000,Excessive Heat, , ,0,0,0,0,OR,PST-8, ,159351,Z,24,MFR,0,0,Official NWS Observations, , , , , , , , ,7/30/2021,1927, , , , ,"On 07/29/21, the reported low temperatures in this zone ranged from 53 to 66 degrees and the high temperatures ranged from 90 to 103 degrees. On 07/30/21, the reported low temperatures in this zone ranged from 58 to 71 degrees and the high temperatures ranged from 90 to 105 degrees.",Strong high pressure brought another heat wave to southern Oregon.,49
967009,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,8/10/2021,1200,Excessive Heat, , ,0,0,0,0,OR,PST-8, ,159959,Z,24,MFR,0,0,Official NWS Observations, , , , , , , , ,8/14/2021,1117, , , , ,"On 08/10/21, the reported low temperatures in this zone ranged from 52 to 61 degrees and the high temperatures ranged from 85 to 100 degrees. On 08/11/21, the reported low temperatures in this zone ranged from 54 to 61 degrees and the high temperatures ranged from 91 to 102 degrees. On 08/12/21, the reported low temperatures in this zone ranged from 57 to 75 degrees and the high temperatures ranged from 89 to 99 degrees. On 08/13/21, the reported low temperatures in this zone ranged from 57 to 72 degrees and the reported high temperatures ranged from 86 to 100 degrees. On 08/14/21, the reported low temperatures in this zone ranged from 57 to 66 degrees and the high temperatures ranged from 86 to 98 degrees. On 08/15/21, the reported low temperatures in this zone ranged from 59 to 69 degrees and the high temperatures ranged from 86 to 102 degrees.",A strong ridge supported a heat wave over inland areas of southwest and south central Oregon during this interval.,55
1032204,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,7/25/2022,1200,Excessive Heat, , ,0,0,0,0,OR,PST-8, ,170267,Z,24,MFR,0,0,Official NWS Observations, , , , , , , , ,7/31/2022,2110, , , , ,"On 07/25/22, reported low temperatures in this zone ranged from 53 to 66 degrees.  Reported high temperatures ranged from 91 to 106 degrees. On 07/26/22, reported low temperatures ranged from 57 to 73 degrees. Reported high temperatures ranged from 91 to 106 degrees. On 07/27/22, reported low temperatures ranged from 59 to 68 degrees. Reported high temperatures ranged from 88 to 104 degrees.  On 07/28/22, reported low temperatures ranged from 59 to 69 degrees. Reported high temperatures ranged from 93 to 110 degrees. On 07/29/22, reported low temperatures ranged from 62 to 71 degrees. Reported high temperatures ranged from 95 to 111 degrees. On 07/30/22, reported low temperatures ranged from 64 to 75 degrees. Reported high temperatures ranged from 86 to 104 degrees. On 07/31/22, reported low temperatures ranged from 64 to 72 degrees. Reported high temperatures ranged from 83 to 103 degrees.",Strong persistent ridging over the Pacific Northwest supported a prolonged heat wave over inland portions of southwest and south central Oregon.,86
1128621,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,8/13/2023,1200,Excessive Heat, , ,0,0,0,0,OR,PST-8, ,184355,Z,24,MFR,0,0,Official NWS Observations, , , , , , , , ,8/17/2023,400, , , , ,"On 08/13/23, reported low temperatures ranged from 51 to 60 degrees. Reported high temperatures ranged from 100 to 106 degrees. On 08/14/23, reported low temperatures ranged from 54 to 65 degrees. Reported high temperatures ranged from 104 to 112 degrees. On 08/15/23, reported low temperatures ranged from 61 to 73 degrees. Reported high temperatures ranged from 102 to 108 degrees. On 08/16/23, reported low temperatures ranged from 60 to 67 degrees. Reported high temperatures ranged from 105 to 111 degrees.",Strong persistent ridging over the Pacific Northwest supported a prolonged heat wave over inland portions of southwest Oregon.,118
1206109,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,7/4/2024,1200,Excessive Heat, , ,0,0,0,0,OR,PST-8, ,194907,Z,24,MFR,0,0,Official NWS Observations, , , , , , , , ,7/13/2024,2200, , , , ,"Persistent high pressure brought excessive heat to Eastern Curry County and Josephine County for 6 consecutive days from July 4th through July 9th, and again on July 13th. Advisory level conditions occurred on July 10th through 12th. During the excessive heat, low temperatures were generally in the lower 50s to lower 60s, and high temperatures from 100 to 110 degrees. But, peak readings were recorded on July 6th of 115 degrees at the Agness RAWS, 112 at the Merlin RAWS, and 114 degrees at the Parkside School in Grants Pass.",A persistent ridge over the western states with an associated thermal trough extending from northern California into southern Oregon brought a long-duration heat wave.,127
738487,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,4/3/2018,200,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,123153,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
780164,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,10/17/2018,200,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,130314,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
809991,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,4/28/2019,100,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,135134,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
811634,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,5/1/2019,200,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,135347,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
811632,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,5/2/2019,200,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,135348,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
811631,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,5/3/2019,200,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,135349,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
849676,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,10/10/2019,100,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,141514,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
850317,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,10/11/2019,100,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,141630,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
850319,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,10/12/2019,400,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,141631,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
874706,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,4/1/2020,2100,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,145644,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
875257,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,4/2/2020,2100,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,145645,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
876074,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,4/13/2020,200,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,145852,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
876077,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,4/14/2020,200,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,145853,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
917764,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,10/22/2020,100,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,152376,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
917968,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,10/23/2020,100,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,152420,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
918175,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,10/25/2020,400,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,152447,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
918625,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,10/26/2020,100,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,152506,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
940972,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,3/30/2021,0,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,155886,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
940975,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,3/31/2021,100,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,155967,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
942013,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,4/6/2021,200,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,156117,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
942015,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,4/7/2021,200,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,156118,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
942091,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,4/9/2021,100,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,156130,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
942252,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,4/11/2021,100,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,156132,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
948306,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,5/8/2021,100,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,156902,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
978948,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,10/12/2021,0,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,162122,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
992565,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,12/24/2021,700,Winter Storm, , ,0,0,0,0,OR,PST-8, ,164418,Z,24,MFR,0,0,Trained Spotter,,,,,,,,,,,,,,,,,
1013871,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,5/9/2022,0,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,167515,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
1013873,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,5/9/2022,2200,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,167516,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
1013875,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,5/11/2022,100,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,167517,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
1053965,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,10/24/2022,100,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,173684,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
1089800,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,3/4/2023,400,Winter Storm, , ,0,0,0,0,OR,PST-8, ,179017,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
1089807,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,3/7/2023,400,Winter Storm, , ,0,0,0,0,OR,PST-8, ,179019,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
1089816,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,3/23/2023,1000,Winter Storm, , ,0,0,0,0,OR,PST-8, ,179023,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
1089844,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,3/27/2023,1600,Winter Storm, , ,0,0,0,0,OR,PST-8, ,179025,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
1095758,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,4/12/2023,2252,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,179415,Z,24,MFR,0,0,Utility Company,,,,,,,,,,,,,,,,,
1095757,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,4/13/2023,2242,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,179487,Z,24,MFR,0,0,Utility Company,,,,,,,,,,,,,,,,,
1095759,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,4/15/2023,322,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,179488,Z,24,MFR,0,0,Utility Company,,,,,,,,,,,,,,,,,
1139874,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,10/28/2023,0,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,185607,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
1155524,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,1/6/2024,400,Winter Storm, , ,0,0,0,0,OR,PST-8, ,188144,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
1155600,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,1/9/2024,400,Winter Storm, , ,0,0,0,0,OR,PST-8, ,188151,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
1165334,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,2/28/2024,1600,Winter Storm, , ,0,0,0,0,OR,PST-8, ,189476,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
1168260,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,3/1/2024,0,Winter Storm, , ,0,0,0,0,OR,PST-8, ,190031,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
1168448,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,3/4/2024,1000,Winter Storm, , ,0,0,0,0,OR,PST-8, ,190033,Z,24,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
1175786,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,4/17/2024,459,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,191050,Z,24,MFR,0,0,RAWS,,,,,,,,,,,,,,,,,
1175792,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,4/30/2024,152,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,191051,Z,24,MFR,0,0,RAWS,,,,,,,,,,,,,,,,,
1175798,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE),Curry,5/1/2024,159,Frost/Freeze, , ,0,0,0,0,OR,PST-8, ,191054,Z,24,MFR,0,0,RAWS,,,,,,,,,,,,,,,,,
903949,EASTERN DOUGLAS COUNTY FOOTHILLS (ZONE),Douglas,8/14/2020,1000,Excessive Heat, , ,0,0,0,0,OR,PST-8, ,149942,Z,25,MFR,0,0,Official NWS Observations, , , , , , , , ,8/16/2020,2000, , , , ,High temperatures in this zone ranged from 85 to 100 degrees. Low temperatures in this zone ranged from 46 to 60 degrees.,High pressure and a dry air mass supported very hot temperatures over inland areas during this interval. Minimum temperatures were quite warm as well. The heat was occasionally tempered by high clouds streaming over the area.,4
958790,EASTERN DOUGLAS COUNTY FOOTHILLS (ZONE),Douglas,6/26/2021,1000,Excessive Heat, , ,0,0,0,0,OR,PST-8, ,158281,Z,25,MFR,0,0,Official NWS Observations, , , , , , , , ,6/30/2021,120, , , , ,"Toketee Falls was the only station from this zone that reported observations. On 06/26/21, the low temperature was 58 degrees and the high temperature was 91 degrees. On 06/27/21, the low temperature was 72 degrees and the high temperature was 103 degrees. On 06/28/21, the low temperature was 62 degrees and the high temperature was 108 degrees. On 06/29/21, the low temperature was 59 degrees and the high temperature was 99 degrees.","A historic heat wave affected the Pacific Northwest during this interval.  It was caused by a strong upper level ridge that created dry and stable conditions over the area with strong subsidence.  Many daily, monthly, and all-time high temperature records were set over southwest and south central Oregon.",28
967012,EASTERN DOUGLAS COUNTY FOOTHILLS (ZONE),Douglas,8/10/2021,1200,Excessive Heat, , ,0,0,0,0,OR,PST-8, ,159959,Z,25,MFR,0,0,Official NWS Observations, , , , , , , , ,8/14/2021,1117, , , , ,"The only reporting station in this zone is Toketee Falls. On 08/10/21, the reported low temperature was 52 degrees and the high was 91 degrees. On 08/11/21, the reported low temperature was 57 degrees and the high was 92 degrees. On 08/12/21, the reported low temperature was 58 degrees and the high was 87 degrees. On 08/13/21, the reported low temperature was 59 degrees and the high was 82 degrees. On 08/14/21, the reported low temperature was 58 degrees and the high was 87 degrees. On 08/15/21, the reported low temperature was 61 degrees and the high was 89 degrees.",A strong ridge supported a heat wave over inland areas of southwest and south central Oregon during this interval.,52
1032207,EASTERN DOUGLAS COUNTY FOOTHILLS (ZONE),Douglas,7/25/2022,1200,Excessive Heat, , ,0,0,0,0,OR,PST-8, ,170267,Z,25,MFR,0,0,Official NWS Observations, , , , , , , , ,7/31/2022,2110, , , , ,"On 07/25/22, the only reported low temperature in this zone was 55 degrees.  The only reported high temperatures was 99 degrees. On 07/26/22, the only reported low temperature was 56 degrees. The only reported high temperature was 100 degrees. On 07/27/22, the only reported low temperature was 62 degrees. The only reported high temperature was 99 degrees.  On 07/28/22, the only reported low temperature was 60 degrees. The only reported high temperature was 102 degrees.  On 07/29/22, the only reported low temperature was 60 degrees. The only reported high temperature was 102 degrees.  On 07/30/22, the only reported low temperature was 63 degrees. The only reported high temperature was 96 degrees. On 07/31/22, the only reported low temperature was 63 degrees. The only reported high temperature was 97 degrees.",Strong persistent ridging over the Pacific Northwest supported a prolonged heat wave over inland portions of southwest and south central Oregon.,85
1128622,EASTERN DOUGLAS COUNTY FOOTHILLS (ZONE),Douglas,8/13/2023,1200,Excessive Heat, , ,0,0,0,0,OR,PST-8, ,184355,Z,25,MFR,0,0,Official NWS Observations, , , , , , , , ,8/17/2023,400, , , , ,"On 08/13/23, reported low temperatures ranged from 52 to 63 degrees. Reported high temperatures ranged from 96 to 106 degrees. On 08/14/23, reported low temperatures ranged from 57 to 71 degrees. Reported high temperatures ranged from 98 to 110 degrees. On 08/15/23, reported low temperatures ranged from 57 to 71 degrees. Reported high temperatures ranged from 94 to 104 degrees. On 08/16/23, reported low temperatures ranged from 57 to 71 degrees. Reported high temperatures ranged from 96 to 108 degrees.",Strong persistent ridging over the Pacific Northwest supported a prolonged heat wave over inland portions of southwest Oregon.,119
1206110,EASTERN DOUGLAS COUNTY FOOTHILLS (ZONE),Douglas,7/5/2024,1200,Excessive Heat, , ,0,0,0,0,OR,PST-8, ,194907,Z,25,MFR,0,0,Official NWS Observations, , , , , , , , ,7/13/2024,2100, , , , ,"Persistent high pressure brought excessive heat to the Eastern Douglas County Foothills for 5 consecutive days from July 5th through July 9th, and on July 13th. Advisory conditions occurred from July 10th through July 12th. During the excessive heat, low temperatures were generally in the lower 50s to mid 60s, and high temperatures in the mid 90s to 108 degrees. But, a peak reading was recorded on July 6th of 110 degrees at the Buckeye RAWS.",A persistent ridge over the western states with an associated thermal trough extending from northern California into southern Oregon brought a long-duration heat wave.,128
1217982,EASTERN DOUGLAS COUNTY FOOTHILLS (ZONE),Douglas,9/5/2024,1232,Excessive Heat, , ,0,0,0,0,OR,PST-8, ,196904,Z,25,MFR,0,0,RAWS, , , , , , , , ,9/5/2024,1647, , , , ,"Persistent high pressure brought excessive heat to the Eastern Douglas County Foothills during the hottest day of the episode on September 5th. During the excessive heat, low temperatures were generally in the lower 50s to lower 60s, and high temperatures in the mid 90s to 104 degrees. A peak reading of 104 degrees was recorded at the Buckeye RAWS.","A strong ridge over the western states with a thermal trough extending from northern California to near the southern Oregon coast brought a few days of hot temperatures, with extreme heat during the hottest day.",138
1089823,EASTERN DOUGLAS COUNTY FOOTHILLS (ZONE),Douglas,3/9/2023,1000,Winter Storm, , ,0,0,0,0,OR,PST-8, ,179021,Z,25,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
1089818,EASTERN DOUGLAS COUNTY FOOTHILLS (ZONE),Douglas,3/23/2023,1000,Winter Storm, , ,0,0,0,0,OR,PST-8, ,179023,Z,25,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
1089845,EASTERN DOUGLAS COUNTY FOOTHILLS (ZONE),Douglas,3/27/2023,1600,Winter Storm, , ,0,0,0,0,OR,PST-8, ,179025,Z,25,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
1155603,EASTERN DOUGLAS COUNTY FOOTHILLS (ZONE),Douglas,1/9/2024,300,Winter Storm, , ,0,0,0,0,OR,PST-8, ,188151,Z,25,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
1155629,EASTERN DOUGLAS COUNTY FOOTHILLS (ZONE),Douglas,1/11/2024,2200,Winter Storm, , ,0,0,0,0,OR,PST-8, ,188159,Z,25,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
1165335,EASTERN DOUGLAS COUNTY FOOTHILLS (ZONE),Douglas,2/28/2024,1600,Winter Storm, , ,0,0,0,0,OR,PST-8, ,189476,Z,25,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
1168261,EASTERN DOUGLAS COUNTY FOOTHILLS (ZONE),Douglas,3/1/2024,0,Winter Storm, , ,0,0,0,0,OR,PST-8, ,190031,Z,25,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
1168451,EASTERN DOUGLAS COUNTY FOOTHILLS (ZONE),Douglas,3/4/2024,1000,Winter Storm, , ,0,0,0,0,OR,PST-8, ,190033,Z,25,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
1224328,EASTERN DOUGLAS COUNTY FOOTHILLS (ZONE),Douglas,11/17/2024,1300,Winter Storm, , ,0,0,0,0,OR,PST-8, ,197990,Z,25,MFR,0,0,Official NWS Observations,,,,,,,,,,,,,,,,,
